handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_11495,,,2.0,TRUE,,,InStock,,37.0,,,Navy Blazer,,,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_13894,,,,TRUE,,,InStock,,33.24,,,Military Green,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_20272,,,,TRUE,,,InStock,,33.24,,,Vintage Black,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_20274,,,,TRUE,,,InStock,,33.24,,,Vintage Black,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_11484,,,,TRUE,,,InStock,,35.5,,,Charcoal Heather,,,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_11481,,,,TRUE,,,InStock,,35.5,,,Charcoal Heather,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_11490,,,2.0,TRUE,,,InStock,,37.0,,,Maroon,,,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_11487,,,,TRUE,,,InStock,,35.5,,,Maroon,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_10782,,,,TRUE,,,InStock,,35.5,,,Black,,,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_13898,,,4.0,TRUE,,,InStock,,37.24,,,Military Green,,,3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_13897,,,2.0,TRUE,,,InStock,,35.24,,,Military Green,,,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_10781,,,,TRUE,,,InStock,,35.5,,,Black,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_11491,,,,TRUE,,,InStock,,35.5,,,Navy Blazer,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_13418,,,4.0,TRUE,,,InStock,,37.24,,,Maroon,,,3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_10778,,,2.0,TRUE,,,InStock,,37.0,,,White,,,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_13914,,,,TRUE,,,InStock,,33.24,,,Purple,,,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_10775,,,,TRUE,,,InStock,,35.5,,,White,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_13912,,,,TRUE,,,InStock,,33.24,,,Purple,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_20277,,,4.0,TRUE,,,InStock,,37.24,,,Vintage Black,,,3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_11489,,,,TRUE,,,InStock,,35.5,,,Maroon,,,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_13421,,,4.0,TRUE,,,InStock,,37.24,,,White,,,3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_10776,,,,TRUE,,,InStock,,35.5,,,White,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_13905,,,,TRUE,,,InStock,,33.24,,,Team Royal,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_10780,,,,TRUE,,,InStock,,35.5,,,Black,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_13916,,,4.0,TRUE,,,InStock,,37.24,,,Purple,,,3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_10783,,,2.0,TRUE,,,InStock,,37.0,,,Black,,,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_16162,,,,TRUE,,,InStock,,33.24,,,Forest Green,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_16166,,,2.0,TRUE,,,InStock,,35.24,,,Forest Green,,,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_13909,,,2.0,TRUE,,,InStock,,35.24,,,Team Royal,,,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_13911,,,,TRUE,,,InStock,,33.24,,,Purple,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_13416,,,4.0,TRUE,,,InStock,,37.24,,,Black,,,3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_16167,,,4.0,TRUE,,,InStock,,37.24,,,Forest Green,,,3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_16163,,,,TRUE,,,InStock,,33.24,,,Forest Green,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_11483,,,,TRUE,,,InStock,,35.5,,,Charcoal Heather,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_20273,,,,TRUE,,,InStock,,33.24,,,Vintage Black,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_11493,,,,TRUE,,,InStock,,35.5,,,Navy Blazer,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_10774,,,,TRUE,,,InStock,,35.5,,,White,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_11492,,,,TRUE,,,InStock,,35.5,,,Navy Blazer,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_11494,,,,TRUE,,,InStock,,35.5,,,Navy Blazer,,,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_10779,,,,TRUE,,,InStock,,35.5,,,Black,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_10777,,,,TRUE,,,InStock,,35.5,,,White,,,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_13417,,,4.0,TRUE,,,InStock,,37.24,,,Navy Blazer,,,3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_13419,,,4.0,TRUE,,,InStock,,37.24,,,Charcoal Heather,,,3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_20276,,,2.0,TRUE,,,InStock,,35.24,,,Vintage Black,,,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_11486,,,,TRUE,,,InStock,,35.5,,,Maroon,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_16165,,,,TRUE,,,InStock,,33.24,,,Forest Green,,,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_13906,,,,TRUE,,,InStock,,33.24,,,Team Royal,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_13907,,,,TRUE,,,InStock,,33.24,,,Team Royal,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4fa3c135-0222-43a9-9a55-2d38107b07f6,Variant,,,,,6A61DBD2DC94E_11488,,,,TRUE,,,InStock,,35.5,,,Maroon,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Product,Our North Stars Unisex classic tee,"A shirt that shows how the Earth's precession rotates through our North Stars over the course of 28,500 years. Polaris is our current North Star.<br>",e13df5_0f29668678a147cd9bae2396ccc2a9f9~mv2.jpg;e13df5_2f5c594a261c4241938fa770065035ae~mv2.jpg;e13df5_41f10a60a72a4932a5bb974a316406b3~mv2.jpg;e13df5_21878327395e49ea831bcb961f84704e~mv2.jpg;e13df5_7440acc8837b4012a7b8d1a33262a256~mv2.jpg;e13df5_8de018aa16684f4e9da05907a231bf98~mv2.jpg;e13df5_28026064ff7d4e4b8718900215d73bea~mv2.jpg;e13df5_6edd0adca5354c81825f6b8730c7452d~mv2.jpg;e13df5_46d7b9a309424e448e01716281cfe3e2~mv2.jpg;e13df5_15468f8309804edfb77c7e81d43987b8~mv2.jpg;e13df5_6ec1baf1917b437692833c2f9f3a8fa0~mv2.jpg;e13df5_53e39a09caff46b7aec0657e3edc2486~mv2.jpg;e13df5_19501a4d98a94f8db0b5398422523839~mv2.jpg;e13df5_9c5aa07b277c4369a2a5e122c870e433~mv2.jpg;e13df5_64f6b9b793a549bd9bf1bc03d02d55a6~mv2.jpg;e13df5_0b240c8a809c4f31b51c43d89d27f970~mv2.jpg;e13df5_6d7ca1f7a08b47a48e00aaf54beec133~mv2.jpg;e13df5_6dcc9c2cc5f34b288be445dacf7a6899~mv2.jpg;e13df5_364fe10ceb8d4a82a2d4d45906628786~mv2.jpg;e13df5_734c750250b6488bb36f29875cfff838~mv2.jpg;e13df5_736201d1050d4fcf8812099610b71de3~mv2.jpg;e13df5_c4ca209c4f78452bb4594dc0ea88bd4a~mv2.jpg;e13df5_65497a5d11c2469cba6e8e2280034aec~mv2.jpg;e13df5_6c8cab4a46ce49e28b652ce1a1c08873~mv2.jpg;e13df5_254581134069474a91329062c4ea08d6~mv2.jpg;e13df5_0553f7ee93f74f01ab41846d56be5004~mv2.jpg;e13df5_9e8e2bebe9394409a87ef5eb27edb637~mv2.jpg;e13df5_e0daa4bece8c4bef8822ddd5354e821e~mv2.jpg;e13df5_1482e61988e649038e1466ba35c1c9b9~mv2.jpg;e13df5_2a500906939c4389a5f56e9839f5cbbe~mv2.jpg;e13df5_16cd559c122247619d95ae932567c1f5~mv2.jpg;e13df5_eb95a911cd474f489746569cb821e2bd~mv2.jpg;e13df5_f12df963abee4a0cbcba550ee132fe9a~mv2.jpg;e13df5_4ef92f97a3d14f7097ded979deb05212~mv2.jpg;e13df5_4a24d9945e7944f3a3c1a2cbc912dbfc~mv2.jpg;e13df5_47bf6fa28c724bac8b5c4ed108731cfd~mv2.jpg;e13df5_b03de78f5d6f4bc996fd1f822f87d118~mv2.jpg;e13df5_b3a1fae978ba4cd08b4aca7adf970a7b~mv2.jpg;e13df5_71d25b78624347bfa96e922f0d386bd7~mv2.jpg;e13df5_89434750166349f592b92b34ad0fa827~mv2.jpg;e13df5_2afac74298694a638b38c4b79e2ffaab~mv2.jpg;e13df5_724a55eca7ae4170b2bf684d86c80310~mv2.jpg;e13df5_9f2b796080df40749b05c57da931d30f~mv2.jpg;e13df5_147115dd1c974d41bb7dfad950f68914~mv2.jpg;e13df5_4d107877245b4911ac88ac517447560b~mv2.jpg;e13df5_e118fdd57609454c96ade42ccf6023fa~mv2.jpg;e13df5_89f8072f17d54b249b6169b0f3c05c12~mv2.jpg;e13df5_f8a8f5e89d3646aa93b0da30d2691ce4~mv2.jpg;e13df5_749b89c64c8841efad3704d8e580b4e9~mv2.jpg;e13df5_0e892aee6a0d4e45907690a949d048b8~mv2.jpg,Merchandise,,,15.0,,TRUE,PERCENT,0.0,InStock,,,Color,DROP_DOWN,Black;Red;Cardinal;Royal;Military Green;Orange;Brown Savana;Irish Green;Azalea;Carolina Blue;Gold;Sport Grey;Sand;Sky;Natural;Light Pink;Light Blue;Ash;White,Size,DROP_DOWN,S;M;L;XL;2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_14968,,,,TRUE,,,InStock,,,,,Orange,,,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_15814,,,,TRUE,,,InStock,,,,,Azalea,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_12640,,,,TRUE,,,InStock,,,,,Sand,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_11566,,,,TRUE,,,InStock,,,,,Red,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_15828,,,,TRUE,,,InStock,,,,,Carolina Blue,,,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_15811,,,2.5,TRUE,,,InStock,,,,,Brown Savana,,,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_14974,,,,TRUE,,,InStock,,,,,Ash,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_15861,,,,TRUE,,,InStock,,,,,Light Blue,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_11572,,,,TRUE,,,InStock,,,,,Sport Grey,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_14983,,,,TRUE,,,InStock,,,,,Sky,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_11553,,,,TRUE,,,InStock,,,,,Light Pink,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_15881,,,,TRUE,,,InStock,,,,,Royal,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_15883,,,2.5,TRUE,,,InStock,,,,,Royal,,,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_14976,,,,TRUE,,,InStock,,,,,Ash,,,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_11559,,,,TRUE,,,InStock,,,,,Natural,,,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_11568,,,,TRUE,,,InStock,,,,,Red,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_14982,,,,TRUE,,,InStock,,,,,Sky,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_11560,,,2.5,TRUE,,,InStock,,,,,Natural,,,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_11546,,,,TRUE,,,InStock,,,,,Black,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_15856,,,,TRUE,,,InStock,,,,,Irish Green,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_14965,,,,TRUE,,,InStock,,,,,Orange,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_11547,,,,TRUE,,,InStock,,,,,Black,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_11551,,,,TRUE,,,InStock,,,,,Light Pink,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_15864,,,,TRUE,,,InStock,,,,,Light Blue,,,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_15821,,,,TRUE,,,InStock,,,,,Cardinal,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_15863,,,,TRUE,,,InStock,,,,,Light Blue,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_11556,,,,TRUE,,,InStock,,,,,Natural,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_15808,,,,TRUE,,,InStock,,,,,Brown Savana,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_14985,,,2.5,TRUE,,,InStock,,,,,Sky,,,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_11576,,,,TRUE,,,InStock,,,,,White,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_15857,,,,TRUE,,,InStock,,,,,Irish Green,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_15819,,,,TRUE,,,InStock,,,,,Cardinal,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_12642,,,,TRUE,,,InStock,,,,,Sand,,,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_11571,,,,TRUE,,,InStock,,,,,Sport Grey,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_12641,,,,TRUE,,,InStock,,,,,Sand,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_15815,,,,TRUE,,,InStock,,,,,Azalea,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_15809,,,,TRUE,,,InStock,,,,,Brown Savana,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_14966,,,,TRUE,,,InStock,,,,,Orange,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_11577,,,,TRUE,,,InStock,,,,,White,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_14977,,,2.5,TRUE,,,InStock,,,,,Ash,,,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_11567,,,,TRUE,,,InStock,,,,,Red,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_15871,,,2.5,TRUE,,,InStock,,,,,Military Green,,,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_11569,,,,TRUE,,,InStock,,,,,Red,,,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_11555,,,2.5,TRUE,,,InStock,,,,,Light Pink,,,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_15879,,,,TRUE,,,InStock,,,,,Royal,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_15816,,,,TRUE,,,InStock,,,,,Azalea,,,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_15813,,,,TRUE,,,InStock,,,,,Azalea,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_15807,,,,TRUE,,,InStock,,,,,Brown Savana,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_11552,,,,TRUE,,,InStock,,,,,Light Pink,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_15859,,,2.5,TRUE,,,InStock,,,,,Irish Green,,,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_15825,,,,TRUE,,,InStock,,,,,Carolina Blue,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_15853,,,2.5,TRUE,,,InStock,,,,,Gold,,,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b83a0e8f-62e6-47f1-a950-d8bb00edf7d5,Variant,,,,,6799B6D2167DE_14975,,,,TRUE,,,InStock,,,,,Ash,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
